web-scraper-order,web-scraper-start-url,pagination,course_link,course_link-href,course_institution,course_category,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,video_transcript_language,course_level,verified_price,audit_price
"1632950309-467","https://www.edx.org/search?tab=course","","China and Communism…Schools and Partners: HarvardX…Course","https://www.edx.org/course/china-and-communism?index=product&queryID=0e3e294cbdeb6a13dd2e2a38cf0b604b&position=17","Harvard University Logo","History Courses","China and Communism","Explore the Maoist period of China, from the Communist Party to the death of Mao and the reopening of China.","Estimated 15 weeks","1–3 hours per week","Self-paced","Language:  English","Video Transcripts:  English, 中文","Level:  Introductory","MX$2,022","Free"
"1632950526-560","https://www.edx.org/search?tab=course","","Solid Waste Management…Schools and Partners: WBGx…Course","https://www.edx.org/course/solid-waste-management?index=product&queryID=6197237499a5d38533d2b0eb2d2fd0e7&position=20","World Bank Group Logo","Environmental Studies Courses","Solid Waste Management","Solid waste is one of the most pressing issues of our time. World over, people are generating greater amounts of garbage without much thought. The phrase “out of sight, out of mind” holds true for many of us when it comes to waste issues. Once garbage leaves our homes and offices and factories, do we really consider what happens to it, who’s collecting it, or what impact it’s having on our environment and our health?","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$102","Free"
"1632951115-813","https://www.edx.org/search?tab=course","","Strategic Management…Schools and Partners: IIMBx…Course","https://www.edx.org/course/strategic-management?index=product&queryID=1df42272ef9562f12af536a3ee2933f6&position=7","Indian Institute of Management Bangalore Logo","Business & Management Courses","Strategic Management","null","Estimated 5 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcripts:  English, हिन्दी","Level:  Introductory","MX$3,064","Free"
"1632950218-428","https://www.edx.org/search?tab=course","","Design Thinking: Ideation,
Iteration and
Communication…Schools and Partners: RITx…Course","https://www.edx.org/course/design-thinking-ideation-iteration-and-communicati?index=product&queryID=9b1bdd3225239f7c5ad2aabc24a49392&position=8","Rochester Institute of Technology Logo","Business & Management Courses","Design Thinking: Ideation, Iteration and Communication","Learn how ideas transform into solutions through iteration and validation along with best practices for communicating your solution to stakeholders.","Estimated 6 weeks","8–12 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$6,107","Free"
"1632951495-980","https://www.edx.org/search?tab=course","","Improving Your Business
Through a Culture of
Health…Schools and Partners: HarvardX…Course","https://www.edx.org/course/improving-your-business-through-a-culture-of-healt?index=product&queryID=e43b8052272822fd89c2f3cd8f2a0bdd&position=8","Harvard University Logo","Business & Management Courses","Improving Your Business Through a Culture of Health","Learn how a Culture of Health can transform your business to improve the well-being of your employees and company, while increasing revenue.","Estimated 9 weeks","1–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632951577-1015","https://www.edx.org/search?tab=course","","Science & Cooking: From
Haute Cuisine to Soft
Matter Science (chemis……Schools and Partners: HarvardX…Course","https://www.edx.org/course/science-cooking-from-haute-cuisine-to-soft-matter?index=product&queryID=02675bfcb9e25c57835d11177f39e4ed&position=21","Harvard University Logo","Chemistry Courses","Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry)","Top chefs and Harvard researchers explore how everyday cooking and haute cuisine can illuminate basic principles in chemistry, physics, and engineering. Learn about food molecules and how chemical reactions can affect food texture and flavor.","Estimated 16 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,452","Free"
"1632951824-1122","https://www.edx.org/search?tab=course","","Excel for Everyone: Core
Foundations…Schools and Partners: UBCx…Course","https://www.edx.org/course/excel-for-everyone-core-foundations?index=product&queryID=588dbeb1008274c93ff2af0c6813ab19&position=10","University of British Columbia Logo","Data Analysis & Statistics Courses","Excel for Everyone: Core Foundations","Learn Excel fundamentals including data wrangling, spreadsheet management, and basic data analysis.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632949981-326","https://www.edx.org/search?tab=course","","Introducción a la
Inteligencia Artificial de
Watson…Schools and Partners: IBM…Course","https://www.edx.org/course/introduccion-a-la-inteligencia-artificial-de-watson?index=product&queryID=0943cf96cbee1f81beaaf29e25ea0e4b&position=14","IBM Logo","Computer Science Courses","Introducción a la Inteligencia Artificial de Watson","Aprende cómo comenzar rápida y fácilmente con la Inteligencia Artificial utilizando IBM Watson.","Estimated 8 weeks","4–8 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632950230-433","https://www.edx.org/search?tab=course","","Pronósticos de ventas:
una herramienta
comercial…Schools and Partners: JaverianaX…Course","https://www.edx.org/course/pronosticos-de-ventas-una-herramienta-comercial?index=product&queryID=9b1bdd3225239f7c5ad2aabc24a49392&position=3","Pontificia Universidad Javeriana Logo","Business & Management Courses","Pronósticos de ventas: una herramienta comercial","Aprender a elaborar e interpretar los pronósticos de ventas, permite prevenir, desarrollar, supervisar y juzgar estrategias administrativas para cualquier tamaño de negocio, aumentar las ventas y preparase para los cambios constantes del mercado.","Estimated 4 weeks","9–10 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632949959-317","https://www.edx.org/search?tab=course","","Herramientas de
ciberseguridad y
métodos de aplicación…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/herramientas-de-ciberseguridad-y-metodos-de-aplicacion?index=product&queryID=0943cf96cbee1f81beaaf29e25ea0e4b&position=23","Universidades Anáhuac Logo","Computer Science Courses","Herramientas de ciberseguridad y métodos de aplicación","Conoce las nuevas herramientas y las buenas prácticas para gestionar sistemas de ciberseguridad que protejan los datos de tu organización.","Estimated 5 weeks","5–7 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632951553-1005","https://www.edx.org/search?tab=course","","Programming Basics…Schools and Partners: IITBombayX…Course","https://www.edx.org/course/programming-basics?index=product&queryID=b3c248b4e55354f3c36655b5017c5d41&position=7","IITBombay Logo","Computer Science Courses","Programming Basics","Learn basic computer programming skills and master the art of writing C/C++ programs to solve real world problems.","Estimated 9 weeks","6–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632950398-505","https://www.edx.org/search?tab=course","","Theories of Media and
Technology…Schools and Partners: NYUx…Course","https://www.edx.org/course/theories-of-media-and-technology?index=product&queryID=1d11827913c957b47d15978a06f0a94e&position=3","New York University Logo","Art & Culture Courses","Theories of Media and Technology","Learn to apply media theory and practical, conceptual frameworks to design and digital media projects","Estimated 14 weeks","8–10 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$5,086","Free"
"1632949695-204","https://www.edx.org/search?tab=course","","Building Inclusive Cities:
Tackling Urban Inequality
and Segregation…Schools and Partners: DelftX…Course","https://www.edx.org/course/building-inclusive-cities-tackling-urban-inequality-and-segregation?index=product&queryID=092a10a6fcf24251b7ea263b69c494f5&position=16","Delft University of Technology Logo","Social Sciences Courses","Building Inclusive Cities: Tackling Urban Inequality and Segregation","Discover how urban design can help tackle inequality and socio-economic segregation in cities. Learn how to use analytical tools to measure these two phenomena and make urban design part of the solution.","Estimated 7 weeks","4–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$2,022","Free"
"1632951112-812","https://www.edx.org/search?tab=course","","Gestión de riesgos en
proyectos de desarrollo…Schools and Partners: IDBx…Course","https://www.edx.org/course/gestion-de-riesgos-en-proyectos-de-desarrollo?index=product&queryID=1df42272ef9562f12af536a3ee2933f6&position=8","Inter-American Development Bank Logo","Business & Management Courses","Gestión de riesgos en proyectos de desarrollo","Aprende a gestionar anticipadamente los eventos positivos y negativos que pueden afectar la ejecución de un proyecto de desarrollo.","Estimated 10 weeks","2–3 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Intermediate","MX$511","Free"
"1632950470-536","https://www.edx.org/search?tab=course","","Analizando datos con
Python…Schools and Partners: IBM…Course","https://www.edx.org/course/analizando-datos-con-python?index=product&queryID=d27404c1b23a616b842bdc2423a089c9&position=20","IBM Logo","Data Analysis & Statistics Courses","Analizando datos con Python","En este curso aprenderás cómo analizar datos en Python usando matrices multidimensionales en numpy, a manipular DataFrames en pandas, a usar la biblioteca SciPy de rutinas matemáticas y a realizar aprendizaje automático usando scikit-learn.","Estimated 5 weeks","2–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$797","Free"
"1632951418-946","https://www.edx.org/search?tab=course","","Introduction to DevOps
and Site Reliability
Engineering…Schools and Partners: LinuxFoundationX…Course","https://www.edx.org/course/introduction-to-devops-and-site-reliability-engineering?index=product&queryID=ad47dbf4472c85c4bef290d1aab552fb&position=18","The Linux Foundation Logo","Computer Science Courses","Introduction to DevOps and Site Reliability Engineering","Learn how to start transforming your organization using the principles and practices of DevOps.","Estimated 10 weeks","1–2 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,452","Free"
"1632950665-620","https://www.edx.org/search?tab=course","","AP® Italian Language and
Culture (2021-2022)…Schools and Partners: WellesleyX…Course","https://www.edx.org/course/ap-italian-language-and-culture-2021-2022?index=product&queryID=919b4c5d51f3bd270f0b33c77fabab45&position=8","Wellesley College Logo","Humanities Courses","AP® Italian Language and Culture (2021-2022)","Improve your language skills and expand your knowledge of contemporary Italian culture!","Estimated 12 weeks","3–8 hours per week","Self-paced","Language:  Italiano","Video Transcript:  Italiano","Level:  Advanced","MX$1,001","Free"
"1632951245-870","https://www.edx.org/search?tab=course","","Pre-University Physics…Schools and Partners: DelftX…Course","https://www.edx.org/course/pre-university-physics?index=product&queryID=3e0181f7523936256411e9833fd85304&position=22","Delft University of Technology Logo","Physics Courses","Pre-University Physics","Prepare for your technical studies by reviewing the fundamentals of physics. Become familiar with the way physics and physics-related topics are taught at university level.","Estimated 5 weeks","6–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,021","Free"
"1632951783-1104","https://www.edx.org/search?tab=course","","Introduction to Data
Science…Schools and Partners: IBM…Course","https://www.edx.org/course/intro-to-data-science?index=product&queryID=6789946f99b7b8efc6056c71dcc1512c&position=4","IBM Logo","Data Analysis & Statistics Courses","Introduction to Data Science","Learn about the world of data science first-hand from real data scientists.","Estimated 6 weeks","3–6 hours per week","Self-paced","Video Transcript:  English","Associated programs:Professional Certificate in Data Science FoundationsProfessional Certificate in Essential Technologies for BusinessProfessional Certificate in IBM Data Science","Level:  Introductory","MX$2,022","Free"
"1632949705-208","https://www.edx.org/search?tab=course","","Risk Management and
Credit Principles…Schools and Partners: NYIF…Course","https://www.edx.org/course/risk-management-and-credit-principles?index=product&queryID=092a10a6fcf24251b7ea263b69c494f5&position=12","New York Institute of Finance Logo","Economics & Finance Courses","Risk Management and Credit Principles","Get introduced to risk management, credit principles, and business risk as they relate to a borrower.","Estimated 6 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$4,065","Free"
"1632950107-380","https://www.edx.org/search?tab=course","","Molecular Biology – Part
3: RNA Processing and
Translation…Schools and Partners: MITx…Course","https://www.edx.org/course/molecular-biology-part-3-rna-processing-and-transl?index=product&queryID=af4fb7bc58dc1b00df936957108ac95c&position=8","Massachusetts Institute of Technology Logo","Biology & Life Sciences Courses","Molecular Biology – Part 3: RNA Processing and Translation","An in-depth adventure through RNA Processing and Translation. Strengthen your scientific thinking and biological experimental design skills.","Estimated 8 weeks","4–8 hours per week","Self-paced","Language:  English","Video Transcripts:  English, 中文","Level:  Advanced","MX$2,022","Free"
"1632951896-1154","https://www.edx.org/search?tab=course","","The Science of Happiness…Schools and Partners: BerkeleyX…Course","https://www.edx.org/course/the-science-of-happiness-3?index=product&queryID=dd537f4c87acfabd810a49df3db15962&position=2","University of California, Berkeley Logo","Social Sciences Courses","The Science of Happiness","The first MOOC to teach positive psychology. Learn science-based principles and practices for a happy, meaningful life.","Estimated 11 weeks","4–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,452","Free"
"1632951810-1116","https://www.edx.org/search?tab=course","","Data Science: Machine
Learning…Schools and Partners: HarvardX…Course","https://www.edx.org/course/data-science-machine-learning?index=product&queryID=588dbeb1008274c93ff2af0c6813ab19&position=16","Harvard University Logo","Data Analysis & Statistics Courses","Data Science: Machine Learning","Build a movie recommendation system and learn the science behind one of the most popular and successful data science techniques.","Estimated 8 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632951147-827","https://www.edx.org/search?tab=course","","AP® Psychology - Course
1: What is Psychology?…Schools and Partners: UBCx…Course","https://www.edx.org/course/ap-psychology-course-1-what-is-psychology?index=product&queryID=fcbf47ce71df4d6e0c7e496bc97f020d&position=17","University of British Columbia Logo","Social Sciences Courses","AP® Psychology - Course 1: What is Psychology?","Learn about the history and research methods of psychology.","Estimated 3 weeks","8–12 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632950695-633","https://www.edx.org/search?tab=course","","UX Research…Schools and Partners: HECMontrealX…Course","https://www.edx.org/course/ux-research?index=product&queryID=f605d905a6fdeccde1e0ee2a9cc87338&position=19","HEC Montréal Logo","Social Sciences Courses","UX Research","In this MOOC you will learn how to connect with users at every step of a digital product’s life and how to develop empathy and recognize insights that will nourish the design and evaluation processes.","Estimated 6 weeks","6–9 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$6,107","Free"
"1632950772-665","https://www.edx.org/search?tab=course","","Financial Development
and Financial Inclusion…Schools and Partners: IMFx…Course","https://www.edx.org/course/financial-development-and-financial-inclusion?index=product&queryID=ea853da487bde7df7819f19efd0883d9&position=11","The International Monetary Fund Logo","Economics & Finance Courses","Financial Development and Financial Inclusion","Learn how to develop an efficient, inclusive and stable financial sector that is essential for a thriving economy.","Estimated 7 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$511","Free"
"1632950769-664","https://www.edx.org/search?tab=course","","Big Data Analytics Using
Spark…Schools and Partners: UCSanDiegoX…Course","https://www.edx.org/course/big-data-analytics-using-spark?index=product&queryID=ea853da487bde7df7819f19efd0883d9&position=12","The University of California, San Diego Logo","Data Analysis & Statistics Courses","Big Data Analytics Using Spark","Learn how to analyze large datasets using Jupyter notebooks, MapReduce and Spark as a platform.","Estimated 10 weeks","9–12 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$7,149","Free"
"1632951234-865","https://www.edx.org/search?tab=course","","Deep Learning
Fundamentals with Keras…Schools and Partners: IBM…Course","https://www.edx.org/course/deep-learning-fundamentals-with-keras?index=product&queryID=6f9998dd5a2b25fb984c6bdb4d74ef55&position=3","IBM Logo","Data Analysis & Statistics Courses","Deep Learning Fundamentals with Keras","New to deep learning? Start with this course, that will not only introduce you to the field of deep learning but give you the opportunity to build your first deep learning model using thepopular Keras library.","Estimated 5 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$2,022","Free"
"1632951855-1136","https://www.edx.org/search?tab=course","","Climate Change: Financial
Risks and Opportunities…Schools and Partners: ImperialBusinessX, ImperialX…Course","https://www.edx.org/course/climate-change-financial-risks-and-opportunities?index=product&queryID=dd537f4c87acfabd810a49df3db15962&position=20","Imperial College Business School Logo","Economics & Finance Courses","Climate Change: Financial Risks and Opportunities","Explore the risks and opportunities that climate change presents to financial markets, hearing from a range of investment industry leaders and scientific researchers.","Estimated 4 weeks","2–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,614","Free"
"1632951788-1106","https://www.edx.org/search?tab=course","","Principles of
Biochemistry…Schools and Partners: HarvardX…Course","https://www.edx.org/course/principles-of-biochemistry?index=product&queryID=6789946f99b7b8efc6056c71dcc1512c&position=2","Harvard University Logo","Medicine Courses","Principles of Biochemistry","This introduction to biochemistry explores the molecules of life, starting at simple building blocks and culminating in complex metabolism.","Estimated 15 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$4,065","Free"
"1632950685-629","https://www.edx.org/search?tab=course","","Retail Fundamentals…Schools and Partners: DartmouthX…Course","https://www.edx.org/course/retail-fundamentals-2?index=product&queryID=f605d905a6fdeccde1e0ee2a9cc87338&position=23","Dartmouth College Logo","Business & Management Courses","Retail Fundamentals","null","Estimated 4 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$4,065","Free"
"1632951057-788","https://www.edx.org/search?tab=course","","Critical Business Skills…Schools and Partners: SNHUx…Course","https://www.edx.org/course/critical-business-skills?index=product&queryID=564ff1b0803659747437d39c3c316bf6&position=8","Southern New Hampshire University Logo","Business & Management Courses","Critical Business Skills","Effectively analyzing and communicating important information is a crucial skill set required for success in any organization. By applying business research skills and data analysis, you’ll address complex problems in order to make informed business decisions. You’ll also explore various techniques and forms of professional communications and their uses in business contexts.","Estimated 16 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$10,172","Free"
"1632951257-875","https://www.edx.org/search?tab=course","","Supply Chain Dynamics…Schools and Partners: MITx…Course","https://www.edx.org/course/supply-chain-dynamics?index=product&queryID=3e0181f7523936256411e9833fd85304&position=17","Massachusetts Institute of Technology Logo","Business & Management Courses","Supply Chain Dynamics","Learn how to manage and harness the dynamics and interactions between firms and entities within a supply chain - ​part of the MITx Supply Chain Management MicroMasters Credential.","Estimated 13 weeks","8–12 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$6,107","Free"
"1632951714-1074","https://www.edx.org/search?tab=course","","CS50's Computer
Science for Business
Professionals…Schools and Partners: HarvardX…Course","https://www.edx.org/course/cs50s-computer-science-for-business-professionals?index=product&queryID=f81eff3b16425cdd19f80a6697e10309&position=10","Harvard University Logo","Computer Science Courses","CS50's Computer Science for Business Professionals","This is CS50’s introduction to computer science for business professionals.","Estimated 6 weeks","2–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","null","null"
"1632951248-871","https://www.edx.org/search?tab=course","","Gestión del estrés y
Mindfulness…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/gestion-del-estres-y-mindfulness-2?index=product&queryID=3e0181f7523936256411e9833fd85304&position=21","Universidades Anáhuac Logo","Health & Safety Courses","Gestión del estrés y Mindfulness","Toma el control de tus emociones y aprende a disfrutar tu trabajo con este curso en línea. En este curso aprenderás cómo controlar el estrés, y obtendrás habilidades profesionales y personales para tu éxito profesional.","Estimated 4 weeks","4–5 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632950512-554","https://www.edx.org/search?tab=course","","Introducing Text
Analytics…Schools and Partners: UCx…Course","https://www.edx.org/course/introducing-text-analytics?index=product&queryID=d27404c1b23a616b842bdc2423a089c9&position=2","University of Canterbury Logo","Computer Science Courses","Introducing Text Analytics","Learn the core techniques of computational linguistics alongside the cognitive science that makes it all possible and the ethics we need to use it properly.","Estimated 6 weeks","3–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$5,086","Free"
"1632950975-753","https://www.edx.org/search?tab=course","","Sustainability in
Architecture: An
Interdisciplinary Introdu……Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/sustainability-in-architecture-an-interdisciplinar?index=product&queryID=6d363b52ef39ab6615cf8db627798bd3&position=19","Universitat Politècnica de València Logo","Architecture Courses","Sustainability in Architecture: An Interdisciplinary Introduction","This course introduces the basic elements and trendsthat define sustainability practices in Architecture today. Itfollows an interdisciplinary approach that includes performance assessment and urban policies.","Estimated 4 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,021","Free"
"1632949929-304","https://www.edx.org/search?tab=course","","Sensor Fusion and
Non-linear Filtering for
Automotive Systems…Schools and Partners: ChalmersX…Course","https://www.edx.org/course/sensor-fusion-and-non-linear-filtering-for-automot?index=product&queryID=ccf8b7b5ee2697e8073793a9ff9d373d&position=12","Chalmers University of Technology Logo","Engineering Courses","Sensor Fusion and Non-linear Filtering for Automotive Systems","Learn fundamental algorithms for sensor fusion and non-linear filtering with application to automotive perception systems.","Estimated 8 weeks","10–20 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$6,107","Free"
"1632951522-992","https://www.edx.org/search?tab=course","","Introduction to
Networking…Schools and Partners: NYUx…Course","https://www.edx.org/course/introduction-to-networking?index=product&queryID=b3c248b4e55354f3c36655b5017c5d41&position=20","New York University Logo","Computer Science Courses","Introduction to Networking","This is a self-paced course that provides an Introduction to Networking","Estimated 7 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632950407-509","https://www.edx.org/search?tab=course","","Email marketing: diseño y
gestión de campañas…Schools and Partners: GalileoX…Course","https://www.edx.org/course/email-marketing-diseno-y-gestion-de-campanas?index=product&queryID=5d4964a085b44384ad64e9dcc82d8d3b&position=23","Universidad Galileo Logo","Communication Courses","Email marketing: diseño y gestión de campañas","¿Sabías que crear secuencias automatizadas de email marketing puede incrementar tu porcentaje de conversión en un 50%? Aprende a crear campañas de email marketing exitosas que incrementen tus ventas y generen relaciones a largo plazo con tu audiencia.","Estimated 5 weeks","2–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632951466-967","https://www.edx.org/search?tab=course","","Creative Thinking:
Techniques and Tools for
Success…Schools and Partners: ImperialX…Course","https://www.edx.org/course/creative-thinking-techniques-and-tools-for-success?index=product&queryID=e43b8052272822fd89c2f3cd8f2a0bdd&position=21","Imperial College London Logo","Humanities Courses","Creative Thinking: Techniques and Tools for Success","null","Estimated 7 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632951751-1090","https://www.edx.org/search?tab=course","","English Grammar and
Style…Schools and Partners: UQx…Course","https://www.edx.org/course/english-grammar-and-style?index=product&queryID=6789946f99b7b8efc6056c71dcc1512c&position=18","The University of Queensland Logo","Humanities Courses","English Grammar and Style","Learn key concepts and strategies in grammar and style to help enhance your writing and confidently respond to the demand of high levels of literacy in the 21st century.","Estimated 8 weeks","3–4 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632951127-818","https://www.edx.org/search?tab=course","","Disaster Medicine
Training…Schools and Partners: StanfordOnline…Course","https://www.edx.org/course/disaster-medicine-training?index=product&queryID=1df42272ef9562f12af536a3ee2933f6&position=2","Stanford University Logo","Medicine Courses","Disaster Medicine Training","Welcome to Disaster Medicine Training.","Estimated 8 weeks","1–2 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,021","Free"
"1632950328-475","https://www.edx.org/search?tab=course","","Linear Algebra I: Linear
Equations…Schools and Partners: GTx…Course","https://www.edx.org/course/linear-equations-part-1?index=product&queryID=0e3e294cbdeb6a13dd2e2a38cf0b604b&position=9","The Georgia Institute of Technology Logo","Math Courses","Linear Algebra I: Linear Equations","This course takes you through the first three weeks of MATH 1554, Linear Algebra, as taught in the School of Mathematics at The Georgia Institute of Technology.","Estimated 3 weeks","5–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$4,065","Free"
"1632951717-1075","https://www.edx.org/search?tab=course","","Accounting and Finance…Schools and Partners: IIMBx…Course","https://www.edx.org/course/accounting-and-finance?index=product&queryID=f81eff3b16425cdd19f80a6697e10309&position=9","Indian Institute of Management Bangalore Logo","Business & Management Courses","Accounting and Finance","Develop financial acumen to manage your business successfully.","Estimated 11 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcripts:  English, हिन्दी","Level:  Intermediate","MX$3,064","Free"
"1632951220-859","https://www.edx.org/search?tab=course","","Introduction to Predictive
Analytics using Python…Schools and Partners: EdinburghX…Course","https://www.edx.org/course/introduction-to-predictive-analytics-using-python?index=product&queryID=6f9998dd5a2b25fb984c6bdb4d74ef55&position=9","The University of Edinburgh Logo","Data Analysis & Statistics Courses","Introduction to Predictive Analytics using Python","Learn the predictive modelling process in Python. Create the insights needed to compete in business.","Estimated 6 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$3,064","Free"
"1632950676-625","https://www.edx.org/search?tab=course","","Introduction to
Containers, Kubernetes
and OpenShift…Schools and Partners: IBM…Course","https://www.edx.org/course/introduction-to-containers-kubernetes-and-openshift?index=product&queryID=919b4c5d51f3bd270f0b33c77fabab45&position=3","IBM Logo","Computer Science Courses","Introduction to Containers, Kubernetes and OpenShift","This course introduces you to containers and its emerging ecosystem of related technologies such as Docker, Kubernetes, OpenShift, and Istio. You will not only understand the concepts but also practice hands-on in the cloud.","Estimated 3 weeks","12–16 hours per week","Self-paced","Video Transcript:  English","Associated programs:MicroBachelors Program in Full Stack Cloud Application DevelopmentProfessional Certificate in Full Stack Cloud DeveloperProfessional Certificate in Cloud Native Foundations","Level:  Introductory","MX$1,001","Free"
"1632951638-1041","https://www.edx.org/search?tab=course","","Introduction To Music
Theory…Schools and Partners: BerkleeX…Course","https://www.edx.org/course/introduction-to-music-theory-2?index=product&queryID=1934118950fddb70cac0ced23a0be8c4&position=19","Berklee College of Music Logo","Humanities Courses","Introduction To Music Theory","Learn key concepts and approaches needed to understand, create, and perform contemporary music.","Estimated 6 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632949737-222","https://www.edx.org/search?tab=course","","Learning Success…Schools and Partners: ColumbiaX…Course","https://www.edx.org/course/learning-success?index=product&queryID=ae1f24dc4a73cf4c0c8403f25b93f0c5&position=22","Columbia University Logo","Education & Teacher Training Courses","Learning Success","Learn successful strategies that will help you achieve your academic goals, allowing you to make the most of your college education.","Estimated 10 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,021","Free"
"1632950614-598","https://www.edx.org/search?tab=course","","Datos para la efectividad
de las políticas públicas…Schools and Partners: IDBx…Course","https://www.edx.org/course/datos-para-la-efectividad-de-las-politicas-publicas?index=product&queryID=9929f8e8319431aaf203c0cbe18a049a&position=6","Inter-American Development Bank Logo","Data Analysis & Statistics Courses","Datos para la efectividad de las políticas públicas","Este curso te ayudará a tomar el control de los datos y familiarizarte con las herramientas para utilizarlos en la planificación, gestión y evaluación de políticas públicas.","Estimated 10 weeks","3–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$511","Free"
"1632950545-568","https://www.edx.org/search?tab=course","","Climate Change: The
Science and Global
Impact…Schools and Partners: SDGAcademyX…Course","https://www.edx.org/course/climate-change-the-science-and-global-impact?index=product&queryID=6197237499a5d38533d2b0eb2d2fd0e7&position=12","SDG Academy Logo","Energy & Earth Sciences Courses","Climate Change: The Science and Global Impact","We need to understand the science behind global warming to avoid the most damaging and irreversible climate change impacts on people and planet.","Estimated 8 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$1,001","Free"
