web-scraper-order,web-scraper-start-url,pagination,course_link,course_link-href,course_institution,course_category,course_name,course_description,estimated_weeks,estimated_hours_per_week,study_mode,course_language,video_transcript_language,course_level,verified_price,audit_price
"1632951520-991","https://www.edx.org/search?tab=course","","Backyard Meteorology:
The Science of Weather…Schools and Partners: HarvardX…Course","https://www.edx.org/course/backyard-meteorology-the-science-of-weather?index=product&queryID=b3c248b4e55354f3c36655b5017c5d41&position=21","Harvard University Logo","Science Courses","Backyard Meteorology: The Science of Weather","Learn to forecast the weather just by looking out your window.","Estimated 6 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632950190-416","https://www.edx.org/search?tab=course","","Cybersecurity
Compliance and System
Administration…Schools and Partners: IBM…Course","https://www.edx.org/course/cybersecurity-system-administration-and-framework-security?index=product&queryID=9b1bdd3225239f7c5ad2aabc24a49392&position=20","IBM Logo","Computer Science Courses","Cybersecurity Compliance and System Administration","Build the background needed to understand key cybersecurity compliance and industry standards. The knowledge gained in this course is critical for any cybersecurity role you would like to acquire or grow into within an organization. You will also learn about how to secure your systems through an understanding of basic server administration concepts.","Estimated 4 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632950085-371","https://www.edx.org/search?tab=course","","Waste Management and
Critical Raw Materials…Schools and Partners: DelftX…Course","https://www.edx.org/course/waste-management-and-critical-raw-materials?index=product&queryID=af4fb7bc58dc1b00df936957108ac95c&position=17","Delft University of Technology Logo","Business & Management Courses","Waste Management and Critical Raw Materials","Learn about waste management and its key role in saving critical raw materials. Gain practical knowledge of the circular economy, recycling, refurbishment, and remanufacturing as a means of identifying new business opportunities.","Estimated 6 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632950977-754","https://www.edx.org/search?tab=course","","Managing Conflicts on
Projects with Cultural and
Emotional Intelligence…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/PMCOMM03?index=product&queryID=6d363b52ef39ab6615cf8db627798bd3&position=18","The University of Maryland, College Park Logo","Business & Management Courses","Managing Conflicts on Projects with Cultural and Emotional Intelligence","Great program managers understand and heal bad communication habits and conflicts that arise within project teams and stakeholders. Learn how by leveraging emotional and cultural intelligence using the Coordinated Management of Meaning (CMM).","Estimated 5 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632950114-383","https://www.edx.org/search?tab=course","","Applications of Quantum
Mechanics…Schools and Partners: MITx…Course","https://www.edx.org/course/applications-of-quantum-mechanics?index=product&queryID=af4fb7bc58dc1b00df936957108ac95c&position=5","Massachusetts Institute of Technology Logo","Physics Courses","Applications of Quantum Mechanics","This course focuses on essential techniques needed for practical applications and research in Quantum Mechanics. We introduce a variety of approximation methods to understand systems that have no analytic solutions.","Estimated 19 weeks","12–16 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$2,022","Free"
"1632950151-399","https://www.edx.org/search?tab=course","","How We See the World:
Visual Function and Eye
Health…Schools and Partners: HKPolyUx…Course","https://www.edx.org/course/how-we-see-the-world-visual-function-and-eye-health?index=product&queryID=b74ad550fe6647ad50bac4d039c7f555&position=13","The Hong Kong Polytechnic University Logo","Biology & Life Sciences Courses","How We See the World: Visual Function and Eye Health","Develop your understanding of vision and discover how visual functions relate to your daily life. Learn and apply techniques to help you take better care of your eyes.","Estimated 6 weeks","1–2 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,022","Free"
"1632950870-707","https://www.edx.org/search?tab=course","","Negociación exitosa:
Estrategias y habilidades
esenciales (en español)…Schools and Partners: MichiganX…Course","https://www.edx.org/course/negociacion-exitosa-estrategias-y-habilidades-esenciales-en-espanol?index=product&queryID=7e7d80c45cf53f1d222b98eab436b914&position=17","The University of Michigan Logo","Business & Management Courses","Negociación exitosa: Estrategias y habilidades esenciales (en español)","Desarrolle habilidades de negociación y aprenda a usar y aplicar estrategias de negociación a su vida con la Universidad de Michigan.","Estimated 7 weeks","2–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632950536-564","https://www.edx.org/search?tab=course","","Applied Statistics with
Python…Schools and Partners: SNHUx…Course","https://www.edx.org/course/applied-statistics-with-python?index=product&queryID=6197237499a5d38533d2b0eb2d2fd0e7&position=16","Southern New Hampshire University Logo","Data Analysis & Statistics Courses","Applied Statistics with Python","Analyze data using statistical methods and technology.","Estimated 16 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$10,172","Free"
"1632951339-911","https://www.edx.org/search?tab=course","","Marketing digital en redes
sociales…Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/marketing-digital-en-redes-sociales?index=product&queryID=cbfdc94dedf4e82896a822d2fa1e50ca&position=5","Universitat Politècnica de València Logo","Business & Management Courses","Marketing digital en redes sociales","Aprende todo lo que necesitas saber para que tu marca o empresa se posicione en el mercado, obtenga nuevos clientes, aumente sus ventas y rentabilice al máximo la inversión de publicidad en redes sociales. Conviértete en un buen community manager con herramientas gratuitas y aprende a crear un plan de social media y gestión de contenidos para tu comunidad.","Estimated 3 weeks","3–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632950240-437","https://www.edx.org/search?tab=course","","Entrepreneurship 103:
Show Me The Money…Schools and Partners: MITx…Course","https://www.edx.org/course/entrepreneurship-103-show-me-the-money?index=product&queryID=9b682a9c519d062608886b9ffaddb413&position=23","Massachusetts Institute of Technology Logo","Business & Management Courses","Entrepreneurship 103: Show Me The Money","Your startup needs to get cash positive as soon as possible – and ultimately, profitable. This is how you get there.","Estimated 10 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632950379-497","https://www.edx.org/search?tab=course","","Agile Process, Project,
and Program Controls…Schools and Partners: UMD, USMx…Course","https://www.edx.org/course/agile-for-project-control-2?index=product&queryID=1d11827913c957b47d15978a06f0a94e&position=11","The University of Maryland, College Park Logo","Engineering Courses","Agile Process, Project, and Program Controls","Learn Agile controls that get work done with confidence by using true transparency (actuals not estimates) and continuous improvement to ensure your people, process, and products deliver valuable, working solutions.","Estimated 4 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$4,065","Free"
"1632950591-588","https://www.edx.org/search?tab=course","","Introduction to
Biomedical Imaging…Schools and Partners: UQx…Course","https://www.edx.org/course/introduction-to-biomedical-imaging?index=product&queryID=9929f8e8319431aaf203c0cbe18a049a&position=16","The University of Queensland Logo","Medicine Courses","Introduction to Biomedical Imaging","Discover how medical imaging technologies are complementary and what information they provide to health professionals.","Estimated 12 weeks","4–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,452","Free"
"1632951227-862","https://www.edx.org/search?tab=course","","Data Science:
Computational Thinking
with Python…Schools and Partners: BerkeleyX…Course","https://www.edx.org/course/foundations-of-data-science-computational-thinking?index=product&queryID=6f9998dd5a2b25fb984c6bdb4d74ef55&position=6","University of California, Berkeley Logo","Computer Science Courses","Data Science: Computational Thinking with Python","Learn the basics of computational thinking, an essential skill in today’s data-driven world, using the popular programming language, Python.","Estimated 5 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632950957-745","https://www.edx.org/search?tab=course","","International Women's
Health and Human Rights…Schools and Partners: StanfordOnline…Course","https://www.edx.org/course/international-womens-health-and-human-rights?index=product&queryID=9d6f43901d10d9011233987fa9782d9b&position=3","Stanford University Logo","Social Sciences Courses","International Women's Health and Human Rights","This self-paced course provides an overview of women's health and human rights, beginning in infancy and childhood, then moving through adolescence, reproductive years and aging. We consider economic, social, political and human rights factors, and the challenges women face in maintaining health and managing their lives in the face of societal pressures and obstacles.","Estimated 10 weeks","1–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,021","Free"
"1632950158-402","https://www.edx.org/search?tab=course","","New Product
Development…Schools and Partners: IIMBx…Course","https://www.edx.org/course/new-product-development?index=product&queryID=b74ad550fe6647ad50bac4d039c7f555&position=10","Indian Institute of Management Bangalore Logo","Business & Management Courses","New Product Development","Learn how to deal with the central challenges and the processes, tools and techniques that are involved in the design and development of new products that can potentially be successful in an evolving marketplace","Estimated 6 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632951202-851","https://www.edx.org/search?tab=course","","Business
Communications…Schools and Partners: UBCx…Course","https://www.edx.org/course/business-communications?index=product&queryID=6f9998dd5a2b25fb984c6bdb4d74ef55&position=17","University of British Columbia Logo","Business & Management Courses","Business Communications","Learn how to communicate effectively in a business setting: understand diverse audiences and build sound arguments.","Estimated 6 weeks","3–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,064","Free"
"1632951423-948","https://www.edx.org/search?tab=course","","COVID-19 Training for
Healthcare Workers…Schools and Partners: StanfordOnline…Course","https://www.edx.org/course/covid-19-care-a-lifesaving-program-for-healthcare-providers?index=product&queryID=ad47dbf4472c85c4bef290d1aab552fb&position=16","Stanford University Logo","Medicine Courses","COVID-19 Training for Healthcare Workers","COVID-19 is rapidly spreading across the globe and all providers must be prepared to recognize, stabilize, and treat patients with novel coronavirus infection. This rapid-fire, self-paced course focuses on the critical information required to care for patients during the COVID-19 pandemic. Following completion of this short course physicians, nurses, and other healthcare professionals will have a unified, evidenced-based approach to saving the lives of patients with COVID-19.","Estimated 2 weeks","1–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$204","Free"
"1632950188-415","https://www.edx.org/search?tab=course","","Introduction to
Psychology | 心理学概论…Schools and Partners: TsinghuaX…Course","https://www.edx.org/course/introduction-to-psychology-2?index=product&queryID=9b1bdd3225239f7c5ad2aabc24a49392&position=21","Tsinghua University Logo","Philosophy & Ethics Courses","Introduction to Psychology | 心理学概论","Explore psychological research to understand basic theories and methods of scientific psychology with a strong focus on positive psychology. 本课程以心理学的经典理论和最新实证研究为蓝本，以积极心理学的视角，概览式地介绍科学心理学的基本理论、基本方法、研究领域和研究热点","Estimated 13 weeks","3–5 hours per week","Self-paced","Language:  中文","Video Transcript:  English","Level:  Introductory","MX$2,839","Free"
"1632950244-439","https://www.edx.org/search?tab=course","","Cuidado al adulto mayor:
una mirada al
envejecimiento…Schools and Partners: JaverianaX…Course","https://www.edx.org/course/cuidado-al-adulto-mayor-una-mirada-al-envejecimien?index=product&queryID=9b682a9c519d062608886b9ffaddb413&position=21","Pontificia Universidad Javeriana Logo","Health & Safety Courses","Cuidado al adulto mayor: una mirada al envejecimiento","¿Cree qué nuestra población se envejece a pasos agigantados? Aprenda sobre el envejecimiento y cómo cuidar al adulto mayor.","Estimated 4 weeks","8–10 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632951131-820","https://www.edx.org/search?tab=course","","Introducción a la
programación en Java:
empezando a programar…Schools and Partners: UC3Mx…Course","https://www.edx.org/course/introduccion-a-la-programacion-en-java-empezando-a?index=product&queryID=fcbf47ce71df4d6e0c7e496bc97f020d&position=24","Universidad Carlos III de Madrid Logo","Computer Science Courses","Introducción a la programación en Java: empezando a programar","¡Aprende a programar en Java de forma fácil e interactiva y entra en el fascinante mundo de la computación!","Estimated 5 weeks","7–10 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$1,001","Free"
"1632951502-983","https://www.edx.org/search?tab=course","","Data Processing and
Analysis with Excel…Schools and Partners: RITx…Course","https://www.edx.org/course/data-processing-and-analysis-with-excel?index=product&queryID=e43b8052272822fd89c2f3cd8f2a0bdd&position=5","Rochester Institute of Technology Logo","Data Analysis & Statistics Courses","Data Processing and Analysis with Excel","Learn to use Excel to organize and clean data so it can be manipulated and analyzed.","Estimated 4 weeks","6–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$5,086","Free"
"1632949665-191","https://www.edx.org/search?tab=course","","Introducción a la
programación en C:
Funciones y punteros…Schools and Partners: UAMx…Course","https://www.edx.org/course/introduccion-a-la-programacion-en-c-funciones-y-pu?index=product&queryID=5e91f000179e9414e780d0f7366c274a&position=5","Universidad Autónoma de Madrid Logo","Computer Science Courses","Introducción a la programación en C: Funciones y punteros","En este curso aprenderás cómo hacer programas modulares a través de funciones y punteros en el lenguaje de programación C, uno de los más utilizados.","Estimated 4 weeks","2–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$592","Free"
"1632950498-548","https://www.edx.org/search?tab=course","","Penetration Testing -
Exploitation…Schools and Partners: NYUx…Course","https://www.edx.org/course/penetration-testing-exploitation?index=product&queryID=d27404c1b23a616b842bdc2423a089c9&position=8","New York University Logo","Computer Science Courses","Penetration Testing - Exploitation","Learn exploitation phase of penetration testing, including the foundations of explorations, application debugging, reverse engineering, exploitation development and web application exploitation.","Estimated 5 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$3,391","Free"
"1632950519-557","https://www.edx.org/search?tab=course","","Business
Communications - The
Basics…Schools and Partners: DoaneX…Course","https://www.edx.org/course/business-communications-the-basics?index=product&queryID=6197237499a5d38533d2b0eb2d2fd0e7&position=23","Doane University Logo","Communication Courses","Business Communications - The Basics","In this course, learners will engage with the fundamentals of business communication. Learners will discover different communication styles and how to address them in a business setting. Learners will also assess their listening styles and emotional intelligence, and both can affect their communication skills.","Estimated 4 weeks","5–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,044","Free"
"1632950454-529","https://www.edx.org/search?tab=course","","IoT Programming and Big
Data…Schools and Partners: CurtinX…Course","https://www.edx.org/course/iot-programming-and-big-data?index=product&queryID=5d4964a085b44384ad64e9dcc82d8d3b&position=3","Curtin University Logo","Computer Science Courses","IoT Programming and Big Data","Learn how to apply software solutions for different systems and Big Data needs to your IoT designs.","Estimated 5 weeks","4–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632950913-726","https://www.edx.org/search?tab=course","","MATLAB and Octave for
Beginners…Schools and Partners: EPFLx…Course","https://www.edx.org/course/matlab-and-octave-for-beginners?index=product&queryID=9d6f43901d10d9011233987fa9782d9b&position=22","École polytechnique fédérale de Lausanne Logo","Computer Science Courses","MATLAB and Octave for Beginners","Learn MATLAB and Octave and start experimenting with matrix manipulations, data visualizations, functions and mathematical computations.","Estimated 4 weeks","5–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$2,839","Free"
"1632951541-1000","https://www.edx.org/search?tab=course","","Principles, Statistical and
Computational Tools for
Reproducible Data Scien……Schools and Partners: HarvardX…Course","https://www.edx.org/course/principles-statistical-and-computational-tools-for?index=product&queryID=b3c248b4e55354f3c36655b5017c5d41&position=12","Harvard University Logo","Data Analysis & Statistics Courses","Principles, Statistical and Computational Tools for Reproducible Data Science","Learn skills and tools that support data science and reproducible research, to ensure you can trust your own research results, reproduce them yourself, and communicate them to others.","Estimated 8 weeks","3–8 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$2,022","Free"
"1632950028-346","https://www.edx.org/search?tab=course","","Principles of
Microeconomics: An
Economist Way of Think……Schools and Partners: UQx…Course","https://www.edx.org/course/principles-of-microeconomics?index=product&queryID=74dc1a7992a6e16d0ec5229bdc3c6d68&position=18","The University of Queensland Logo","Economics & Finance Courses","Principles of Microeconomics: An Economist Way of Thinking","Explore the fundamentals of microeconomics including economic efficiency, scarcity and opportunity costs. This course will set you up to think like an economist and to identify how economics relates to the everyday choices we make.","Estimated 6 weeks","1–2 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$2,022","Free"
"1632950552-571","https://www.edx.org/search?tab=course","","International Project
Management…Schools and Partners: RITx…Course","https://www.edx.org/course/international-project-management?index=product&queryID=6197237499a5d38533d2b0eb2d2fd0e7&position=9","Rochester Institute of Technology Logo","Business & Management Courses","International Project Management","Learn what makes global projects uniquely challenging and how to successfully manage projects based in different industries and countries.","Estimated 9 weeks","8–12 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$6,107","Free"
"1632950646-612","https://www.edx.org/search?tab=course","","Deep Learning with
Python and PyTorch…Schools and Partners: IBM…Course","https://www.edx.org/course/deep-learning-with-python-and-pytorch?index=product&queryID=919b4c5d51f3bd270f0b33c77fabab45&position=16","IBM Logo","Data Analysis & Statistics Courses","Deep Learning with Python and PyTorch","This course is the second part of a two-part course on how to develop Deep Learning models using Pytorch.","Estimated 6 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$2,022","Free"
"1632950135-392","https://www.edx.org/search?tab=course","","Fundamentos de
administración
estratégica…Schools and Partners: AnahuacX…Course","https://www.edx.org/course/fundamentos-de-administracion-estrategica?index=product&queryID=b74ad550fe6647ad50bac4d039c7f555&position=20","Universidades Anáhuac Logo","Business & Management Courses","Fundamentos de administración estratégica","Este curso introduce al participante en el mundo de la administración estratégica, permitiéndole entender la importancia de los conceptos y su aplicación fundamentada, para convertirse en un agente activo de su organización propagando estrategias de corto y largo plazo.","Estimated 5 weeks","5–7 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Intermediate","MX$1,001","Free"
"1632951182-842","https://www.edx.org/search?tab=course","","Machine Learning
Fundamentals…Schools and Partners: UCSanDiegoX…Course","https://www.edx.org/course/machine-learning-fundamentals-2?index=product&queryID=fcbf47ce71df4d6e0c7e496bc97f020d&position=2","The University of California, San Diego Logo","Data Analysis & Statistics Courses","Machine Learning Fundamentals","Understand machine learning's role in data-driven modeling, prediction, and decision-making.","Estimated 10 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$7,149","Free"
"1632950349-484","https://www.edx.org/search?tab=course","","Anatomy:
Gastrointestinal,
Reproductive and Endoc……Schools and Partners: MichiganX…Course","https://www.edx.org/course/anatomy-gastrointestinal-reproductive-and-endocrin?index=product&queryID=1d11827913c957b47d15978a06f0a94e&position=24","The University of Michigan Logo","Biology & Life Sciences Courses","Anatomy: Gastrointestinal, Reproductive and Endocrine Systems","Study the gastrointestinal, reproductive and endocrine systems to learn the primary functions of each and how they relate to the human body.","Estimated 5 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632950925-731","https://www.edx.org/search?tab=course","","Embedded Systems
Essentials with Arm: Get
Practical with Hardware…Schools and Partners: ArmEducationX…Course","https://www.edx.org/course/embedded-systems-essentials-with-arm-get-practical-with-hardware?index=product&queryID=9d6f43901d10d9011233987fa9782d9b&position=17","Arm Education Logo","Computer Science Courses","Embedded Systems Essentials with Arm: Get Practical with Hardware","Spark your creativity with Arm. Level up your Embedded Systems skills by developing working embedded prototypes using the Mbed API and an Arm-based development board, and unlock the boundless opportunities of the Internet of Things.","Estimated 10 weeks","3–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$2,022","Free"
"1632949620-172","https://www.edx.org/search?tab=course","","Rule of Law and
Democracy in Europe…Schools and Partners: KULeuvenX…Course","https://www.edx.org/course/rule-of-law-and-democracy-in-europe?index=product&queryID=5e91f000179e9414e780d0f7366c274a&position=24","KU Leuven Logo","Law Courses","Rule of Law and Democracy in Europe","Critical and interdisciplinary introduction to democracy and the rule of law in the European Union (EU).","Estimated 8 weeks","2–3 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,001","Free"
"1632950055-358","https://www.edx.org/search?tab=course","","Edición de vídeo y
postproducción con
DaVinci Resolve…Schools and Partners: UC3Mx…Course","https://www.edx.org/course/edicion-de-video-y-postproduccion-con-davinci-resolve?index=product&queryID=74dc1a7992a6e16d0ec5229bdc3c6d68&position=6","Universidad Carlos III de Madrid Logo","Communication Courses","Edición de vídeo y postproducción con DaVinci Resolve","Realizarás prácticas de montaje de vídeo con la versión gratutita de DaVinci Resolve incluyendo animaciones gráficas, corrección de color y efectos de sonido.","Estimated 6 weeks","3–4 hours per week","Instructor-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$592","Free"
"1632951505-984","https://www.edx.org/search?tab=course","","Developing Cloud
Applications with Node.js
and React…Schools and Partners: IBM…Course","https://www.edx.org/course/developing-cloud-applications-with-nodejs-and-react?index=product&queryID=e43b8052272822fd89c2f3cd8f2a0bdd&position=4","IBM Logo","Computer Science Courses","Developing Cloud Applications with Node.js and React","Learn how to develop and deploy web applications with JavaScript frameworks. Create server-side applications using Node.js and develop the front-end using React. Deploy the app on Cloud.","Estimated 3 weeks","4–6 hours per week","Self-paced","Video Transcript:  English","Associated programs:MicroBachelors Program in Full Stack Cloud Application DevelopmentProfessional Certificate in Cloud Application Development FoundationsProfessional Certificate in Full Stack Cloud Developer","Level:  Intermediate","MX$1,001","Free"
"1632951600-1025","https://www.edx.org/search?tab=course","","Introduction to
Cybersecurity…Schools and Partners: UWashingtonX…Course","https://www.edx.org/course/introduction-to-cybersecurity?index=product&queryID=02675bfcb9e25c57835d11177f39e4ed&position=11","University of Washington Logo","Computer Science Courses","Introduction to Cybersecurity","An introduction to cybersecurity, ideal for learners who are curious about the world of Internet security and who want to be literate in the field.","Estimated 6 weeks","2–5 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$4,065","Free"
"1632951075-796","https://www.edx.org/search?tab=course","","Circular Economy: An
Introduction…Schools and Partners: DelftX…Course","https://www.edx.org/course/circular-economy-an-introduction?index=product&queryID=1df42272ef9562f12af536a3ee2933f6&position=24","Delft University of Technology Logo","Business & Management Courses","Circular Economy: An Introduction","Learn how to contribute to a sustainable economic system by implementing novel business and design approaches","Estimated 7 weeks","3–6 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$1,021","Free"
"1632950174-409","https://www.edx.org/search?tab=course","","Circuits and Electronics
3: Applications…Schools and Partners: MITx…Course","https://www.edx.org/course/circuits-and-electronics-3-applications-2?index=product&queryID=b74ad550fe6647ad50bac4d039c7f555&position=3","Massachusetts Institute of Technology Logo","Electronics Courses","Circuits and Electronics 3: Applications","Learn about cool applications, op-amps and filters in the design of microchips used in smartphones, self-driving cars, computers, and the internet.","Estimated 7 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcripts:  English, 中文","Level:  Intermediate","MX$3,452","Free"
"1632951837-1128","https://www.edx.org/search?tab=course","","CS50's Introduction to
Artificial Intelligence with
Python…Schools and Partners: HarvardX…Course","https://www.edx.org/course/cs50s-introduction-to-artificial-intelligence-with-python?index=product&queryID=588dbeb1008274c93ff2af0c6813ab19&position=4","Harvard University Logo","Computer Science Courses","CS50's Introduction to Artificial Intelligence with Python","Learn to use machine learning in Python in this introductory course on artificial intelligence.","Estimated 7 weeks","10–30 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","null","null"
"1632949881-283","https://www.edx.org/search?tab=course","","Gestión de operaciones…Schools and Partners: UNCordobaX…Course","https://www.edx.org/course/gestion-de-operaciones?index=product&queryID=8dd17a2faf6f2f1aac3fb39dc7923c16&position=9","Universidad Nacional de Córdoba Logo","Business & Management Courses","Gestión de operaciones","En este curso en línea se realiza una introducción a las dimensiones más relevantes del diseño y ejecución de operaciones en general y a su enfoque hacia el sector servicios en particular.","Estimated 6 weeks","5–7 hours per week","Self-paced","Language:  Español","Video Transcripts:  English, Español","Level:  Introductory","MX$2,431","Free"
"1632950272-451","https://www.edx.org/search?tab=course","","Digital Platforms in
Performance…Schools and Partners: UniversityofCambridge…Course","https://www.edx.org/course/digital-platforms-in-performance?index=product&queryID=9b682a9c519d062608886b9ffaddb413&position=9","University of Cambridge Logo","Communication Courses","Digital Platforms in Performance","Advance your digital story-telling prowess and learn how to create interactive gameplay scripts for video games, radio drama scripts for radio and/or podcasting, as well as content for your YouTube channel. Learn to transfer your skill as a dramatist into these innovative mediums.","Estimated 4 weeks","8–10 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Intermediate","MX$4,065","Free"
"1632950286-457","https://www.edx.org/search?tab=course","","Pintura europea:
Leonardo, Rembrandt,
Goya…Schools and Partners: UC3Mx…Course","https://www.edx.org/course/pintura-europea-leonardo-rembrandt-goya?index=product&queryID=9b682a9c519d062608886b9ffaddb413&position=3","Universidad Carlos III de Madrid Logo","Humanities Courses","Pintura europea: Leonardo, Rembrandt, Goya","Descubre el significado del arte de los grandes pintores desde 1400 a 1800.","Estimated 7 weeks","2–3 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Introductory","MX$592","Free"
"1632949793-246","https://www.edx.org/search?tab=course","","AWS Developer:
Deploying on AWS…Schools and Partners: AWS…Course","https://www.edx.org/course/aws-developer-deploying-on-aws?index=product&queryID=192a412946850a3d631c8306167183f8&position=22","Amazon Web Services Logo","Computer Science Courses","AWS Developer: Deploying on AWS","null","Estimated 6 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$3,044","Free"
"1632951232-864","https://www.edx.org/search?tab=course","","General Academic
English | 生活英语进阶…Schools and Partners: TsinghuaX…Course","https://www.edx.org/course/general-academic-englishsheng-huo-ying-yu-jin-jie?index=product&queryID=6f9998dd5a2b25fb984c6bdb4d74ef55&position=4","Tsinghua University Logo","Language Courses","General Academic English | 生活英语进阶","Do you want to join in academic communication on international conferences and read academic papers? Join us on a journey in academic English!","Estimated 8 weeks","3–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Introductory","MX$3,452","Free"
"1632950741-653","https://www.edx.org/search?tab=course","","Introducción al desarrollo
de videojuegos con Unity…Schools and Partners: UPValenciaX…Course","https://www.edx.org/course/introduccion-al-desarrollo-de-videojuegos-con-unit?index=product&queryID=ea853da487bde7df7819f19efd0883d9&position=23","Universitat Politècnica de València Logo","Computer Science Courses","Introducción al desarrollo de videojuegos con Unity","Aprende a desarrollar videojuegos multiplataforma utilizando una de las herramientas más populares del mercado, el motor de juegos de Unity.","Estimated 6 weeks","3–4 hours per week","Self-paced","Language:  Español","Video Transcript:  Español","Level:  Intermediate","MX$1,021","Free"
"1632949962-318","https://www.edx.org/search?tab=course","","Solar Energy:
Photovoltaic (PV)
Technologies…Schools and Partners: DelftX…Course","https://www.edx.org/course/solar-energy-photovoltaic-pv-technologies?index=product&queryID=0943cf96cbee1f81beaaf29e25ea0e4b&position=22","Delft University of Technology Logo","Engineering Courses","Solar Energy: Photovoltaic (PV) Technologies","Explore the main PV technologies in the current market, to gain in-depth knowledge on the design and processing methods of solar cells.","Estimated 11 weeks","10–11 hours per week","Instructor-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$5,107","Free"
"1632950111-382","https://www.edx.org/search?tab=course","","Leading Ambitious
Teaching and Learning…Schools and Partners: MichiganX, microsoftedu…Course","https://www.edx.org/course/leading-ambitious-teaching-and-learning?index=product&queryID=af4fb7bc58dc1b00df936957108ac95c&position=6","The University of Michigan Logo","Education & Teacher Training Courses","Leading Ambitious Teaching and Learning","Learn why ambitious teaching and learning may be the key to global educational improvement and how to put it into practice.","Estimated 6 weeks","2–4 hours per week","Self-paced","Language:  English","Video Transcript:  English","Level:  Advanced","MX$4,065","Free"
